20.0607792342	828516	hypothetical protein
0.789728110868	32616	ABC transporter ATP-binding protein
0.644547532233	26620	transposase
0.614015058974	25359	hypothetical protein, partial
0.427188283666	17643	MFS transporter
0.423919541485	17508	MULTISPECIES: hypothetical protein
0.40694629505	16807	non-ribosomal peptide synthetase
0.404331301306	16699	ABC transporter permease
0.393023874651	16232	serine/threonine protein kinase
0.337963728584	13958	glycosyl transferase
0.306680655269	12666	Uma2 family endonuclease
0.301765435545	12463	alpha/beta hydrolase
0.264840755355	10938	ATP-binding protein
0.262080484181	10824	ABC transporter
0.257407393507	10631	ATPase
0.251547870487	10389	DNA-binding response regulator
0.245107237746	10123	DUF29 domain-containing protein
0.23033736567	9513	PEP-CTERM sorting domain-containing protein
0.223364049018	9225	histidine kinase
0.217770867953	8994	ATP-dependent helicase
0.216536009796	8943	SAM-dependent methyltransferase
0.215059022588	8882	glycosyltransferase
0.213993654766	8838	ABC transporter substrate-binding protein
0.205180157331	8474	molecular chaperone DnaK
0.202855718447	8378	transcriptional regulator
0.199441698836	8237	hybrid sensor histidine kinase/response regulator
0.198763737494	8209	AcrB/AcrD/AcrF family protein
0.175374071223	7243	class I SAM-dependent methyltransferase
0.174938238932	7225	membrane protein
0.172371670998	7119	DNA-directed RNA polymerase subunit beta
0.169248206247	6990	NAD(P)-dependent oxidoreductase
0.168255477141	6949	chromosome segregation protein SMC
0.167286960939	6909	DNA-directed RNA polymerase subunit beta'
0.16493830915	6812	IS5/IS1182 family transposase
0.164187709094	6781	cell division protein FtsH
0.160991605628	6649	glycosyltransferase family 1 protein
0.158279760263	6537	helicase
0.154672037412	6388	restriction endonuclease
0.154623611602	6386	branched-chain amino acid ABC transporter permease
0.153921437356	6357	FAD-dependent oxidoreductase
0.153291901824	6331	ISAs1 family transposase
0.152662366293	6305	ISL3 family transposase
0.150289501599	6207	TonB-dependent receptor
0.147892424	6108	acyl-CoA dehydrogenase
0.147359740089	6086	oxidoreductase
0.14496266249	5987	molecular chaperone DnaJ
0.143994146288	5947	DNA polymerase III subunit alpha
0.141693920309	5852	carbamoyl phosphate synthase large subunit
0.140919107348	5820	transporter
0.13949054595	5761	flagellar assembly protein H
0.13939369433	5757	excinuclease ABC subunit A
0.139030500754	5742	DNA methyltransferase
0.138691520084	5728	aspartate aminotransferase family protein
0.136076526339	5620	glutamate synthase large subunit
0.135882823099	5612	efflux RND transporter periplasmic adaptor subunit
0.135882823099	5612	isoleucine--tRNA ligase
0.135882823099	5612	FAD-binding oxidoreductase
0.135810184384	5609	transketolase
0.133413106784	5510	PIN domain-containing protein
0.133316255164	5506	N-acetyltransferase
0.131815055052	5444	sensor histidine kinase
0.129587467788	5352	preprotein translocase subunit SecA
0.129321125832	5341	NAD(P)/FAD-dependent oxidoreductase
0.128425248346	5304	DNA gyrase subunit A
0.128328396726	5300	IS630 family transposase
0.127553583764	5268	DNA polymerase I
0.127529370859	5267	elongation factor G
0.127408306334	5262	capsid protein
0.126415577227	5221	aldo/keto reductase
0.123655306052	5107	DNA (cytosine-5-)-methyltransferase
0.123049983426	5082	ATP-dependent chaperone ClpB
0.121379292978	5013	LysR family transcriptional regulator
0.121016099403	4998	transposase, partial
0.120677118732	4984	glutamate synthase subunit alpha
0.118788512139	4906	amidohydrolase
0.11663356359	4817	leucine--tRNA ligase
0.116609350685	4816	tetratricopeptide repeat-containing protein
0.116052453869	4793	magnesium chelatase subunit H
0.114672318282	4736	NACHT domain-containing protein
0.114333337611	4722	gfo/Idh/MocA family oxidoreductase
0.112832137498	4660	transcription-repair coupling factor
0.112832137498	4660	methionine synthase
0.112275240682	4637	valine--tRNA ligase
0.111669918056	4612	CHAT domain-containing protein
0.111234085765	4594	peptidase
0.110701401855	4572	serine protease
0.107335808054	4433	tetratricopeptide repeat protein
0.106924188668	4416	pyruvate kinase
0.106754698333	4409	alanine--tRNA ligase
0.106706272523	4407	amino acid ABC transporter substrate-binding protein
0.106585207997	4402	threonine--tRNA ligase
0.105810395036	4370	glycoside hydrolase
0.103316465817	4267	DNA topoisomerase I
0.103195401291	4262	AI-2E family transporter
0.101984756039	4212	glycosyl transferase family 1
0.100410917211	4147	ribonucleoside-diphosphate reductase subunit alpha
0.0999750849207	4129	IS4 family transposase
0.0986433751434	4074	MBL fold metallo-hydrolase
0.0973600911761	4021	tripartite tricarboxylate transporter substrate binding protein
0.0972148137459	4015	translation initiation factor IF-2
0.0947450974315	3913	phenylalanine--tRNA ligase subunit beta
0.0945513941912	3905	molecular chaperone GroEL
0.0941882006155	3890	excinuclease ABC subunit B
0.0934618134643	3860	cysteine desulfurase
0.0917911230163	3791	peptidylprolyl isomerase
0.0912342262003	3768	radical SAM protein
0.0911615874852	3765	dihydroxy-acid dehydratase
0.0905320519541	3739	protein A*, partial
0.0903867745239	3733	polyribonucleotide nucleotidyltransferase
0.0901446454734	3723	single-stranded-DNA-specific exonuclease RecJ
0.0891761292717	3683	dihydroorotase
0.0890066389364	3676	penicillin-binding protein 2
0.0885465937406	3657	sodium:proton antiporter
0.0883044646902	3647	long-chain fatty acid--CoA ligase
0.0871422452482	3599	AAA family ATPase
0.0869727549129	3592	HNH endonuclease
0.0865853484322	3576	methyltransferase
0.0858347483759	3545	1-deoxy-D-xylulose-5-phosphate synthase
0.0858347483759	3545	elongation factor 4
0.0857136838506	3540	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
0.0851083612246	3515	aldehyde dehydrogenase
0.0850599354145	3513	DNA ligase (NAD(+)) LigA
0.0843819740733	3485	ATP-dependent Clp protease ATP-binding subunit
0.0841398450229	3475	peptide ABC transporter substrate-binding protein
0.0835103094918	3449	B12-binding domain-containing radical SAM protein
0.0833650320615	3443	2-isopropylmalate synthase
0.0832923933464	3440	site-specific DNA-methyltransferase
0.0827354965304	3417	branched-chain amino acid ABC transporter substrate-binding protein
0.0826628578153	3414	insulinase family protein
0.0812827222279	3357	type I polyketide synthase
0.0811374447976	3351	IS630 family transposase ISMae27
0.0809437415573	3343	translational GTPase TypA
0.080822677032	3338	penicillin-binding protein
0.0804352705514	3322	cation transporter
0.0801205027858	3309	phosphoenolpyruvate synthase
0.0798057350203	3296	class I SAM-dependent DNA methyltransferase
0.0793941156345	3279	GTP-binding protein
0.0789340704387	3260	S9 family peptidase
0.0786193026732	3247	type I restriction endonuclease subunit R
0.0784498123379	3240	aspartate--tRNA ligase
0.0777960639017	3213	bacitracin ABC transporter ATP-binding protein
0.0776023606614	3205	anion permease
0.077360231611	3195	ammonium transporter
0.0771665283706	3187	phosphoglucosamine mutase
0.0771423154656	3186	lysine--tRNA ligase
0.0770696767505	3183	DUF262 domain-containing protein
0.0766096315546	3164	restriction endonuclease subunit M
0.0763917154093	3155	anthranilate synthase component I
0.0763675025042	3154	excinuclease ABC subunit C
0.0763190766941	3152	PIN domain nuclease
0.0760285218336	3140	C4-dicarboxylate ABC transporter
0.0755200508277	3119	aminotransferase class V-fold PLP-dependent enzyme
0.0753989863025	3114	dihydrolipoyl dehydrogenase
0.0753263475874	3111	EamA family transporter
0.0753263475874	3111	N-acetylmuramoyl-L-alanine amidase
0.0744062571958	3073	amidase
0.0743336184806	3070	glycogen/starch/alpha-glucan phosphorylase
0.0741883410504	3064	30S ribosomal protein S1
0.0731229732285	3020	T9SS C-terminal target domain-containing protein
0.0729776957983	3014	arylsulfatase
0.0727839925579	3006	heavy metal translocating P-type ATPase
0.0726145022226	2999	methionine--tRNA ligase
0.0725660764125	2997	metallophosphoesterase
0.0724934376974	2994	type I-D CRISPR-associated protein Cas10d/Csc3
0.0722028828369	2982	primosomal protein N'
0.0719365408814	2971	DUF4351 domain-containing protein
0.0718881150713	2969	DUF433 domain-containing protein
0.0718881150713	2969	serine/threonine-protein kinase pkn1
0.0714522827806	2951	pentapeptide repeat-containing protein
0.0713554311604	2947	phosphoenolpyruvate carboxylase
0.0712585795402	2943	cation:proton antiporter
0.0712101537302	2941	cytochrome c oxidase subunit I
0.0710890892049	2936	proline--tRNA ligase
0.0709438117747	2930	GDP-mannose 4,6-dehydratase
0.0707258956293	2921	pyruvate dehydrogenase (acetyl-transferring), homodimeric type
0.0706048311041	2916	glycine dehydrogenase (aminomethyl-transferring)
0.070580618199	2915	arginine--tRNA ligase
