9.00900900901	10	Cylindrospermopsis raciborskii Saxitoxin biosynthesis gene ABI75119
4.5045045045	5	Planktothrix rubescens Aeruginosins biosynthesis gene aerF
4.5045045045	5	Cuspidothrix issatschenkoi Anatoxin biosynthesis gene AIU56854
4.5045045045	5	Cylindrospermopsis raciborskii Cylindrospermopsin biosynthesis gene cyrN
3.6036036036	4	Nostoc sp Anabaenopeptins biosynthesis gene ASR75182
3.6036036036	4	Cylindrospermopsis raciborskii Saxitoxin biosynthesis gene sxtU
3.6036036036	4	Anabaena sp anabaenopeptilide biosynthesis gene ApdA
2.7027027027	3	Cuspidothrix issatschenkoi Anatoxin biosynthesis gene anaB
2.7027027027	3	Nostoc sp Microcystin biosynthesis gene AGZ05269
2.7027027027	3	Cylindrospermopsis raciborskii Saxitoxin biosynthesis gene sxtO
2.7027027027	3	Nostoc sp Anabaenopeptins biosynthesis gene ASR75193
2.7027027027	3	Sphaerospermopsis torques-reginae Spumigin biosynthesis gene spuB
2.7027027027	3	Microcystis aeruginosa Microcystin biosynthesis gene mcyH
1.8018018018	2	Lyngbya majuscula Curacin biosynthesis gene curC
1.8018018018	2	Nostoc sp Microcystin biosynthesis gene gene mcyI
1.8018018018	2	Lyngbya majuscula Barbamide biosynthesis gene barE
1.8018018018	2	Planktothrix rubescens Aeruginosins biosynthesis gene aerG
1.8018018018	2	Planktothrix rubescens Cyanopeptolin biosynthesis gene ociA
1.8018018018	2	Planktothrix agardhii Anabaenopeptins biosynthesis gene apnA
1.8018018018	2	Oscillatoria sp Anatoxin biosynthesis gene anaB
1.8018018018	2	Nostoc sp Microcystin biosynthesis gene AGZ05266
1.8018018018	2	Anabaena sp Anatoxin biosynthesis gene anaC
1.8018018018	2	Sphaerospermopsis torques-reginae Spumigin biosynthesis gene spuA
1.8018018018	2	Microcystis aeruginosa Microcystin biosynthesis gene mcyJ
0.900900900901	1	Lyngbya majuscula Lyngbyatoxin biosynthesis gene ltxD
0.900900900901	1	Nostoc sp Anabaenopeptins biosynthesis gene ASR75183
0.900900900901	1	Nostoc sp Microcystin biosynthesis gene AGZ05263
0.900900900901	1	Lyngbya majuscula Curacin biosynthesis gene curM
0.900900900901	1	Nostoc sp Microcystin biosynthesis gene AGZ05262
0.900900900901	1	Planktothrix rubescens Anatoxin biosynthesis gene anaA
0.900900900901	1	Planktothrix rubescens Anatoxin biosynthesis gene anaC
0.900900900901	1	Planktothrix rubescens Microginin biosynthesis gene micA
0.900900900901	1	Planktothrix rubescens Microginin biosynthesis gene micC
0.900900900901	1	Cuspidothrix issatschenkoi Anatoxin biosynthesis gene anaC
0.900900900901	1	Cylindrospermopsis raciborskii Saxitoxin biosynthesis gene sxtZ
0.900900900901	1	Nostoc sp nostocyclopeptide biosynthesis gene ncpB
0.900900900901	1	Nostoc sp nostocyclopeptide biosynthesis gene ncpC
0.900900900901	1	Microcystis aeruginosa Aeruginosins biosynthesis gene aerG1
0.900900900901	1	Microcystis aeruginosa Cyanopeptolin biosynthesis gene mcnB
0.900900900901	1	Microcystis aeruginosa Cyanopeptolin biosynthesis gene mcnA
0.900900900901	1	Nostoc sp Anabaenopeptins biosynthesis gene ASR75194
0.900900900901	1	Nostoc sp Anabaenopeptins biosynthesis gene aptF
0.900900900901	1	Oscillatoria sp Anatoxin biosynthesis gene anaE
0.900900900901	1	Microcystis aeruginosa Aeruginosins biosynthesis gene aerF
0.900900900901	1	Lyngbya majuscula Barbamide biosynthesis gene barB1
0.900900900901	1	Planktothrix agardhii Microcystin biosynthesis gene mcyG
0.900900900901	1	Microcystis aeruginosa Aeruginosins biosynthesis gene aerB
0.900900900901	1	Anabaena sp Anatoxin biosynthesis gene anaB
0.900900900901	1	Microcystis aeruginosa Microcystin biosynthesis gene mcyG
0.900900900901	1	Microcystis aeruginosa Microcystin biosynthesis gene mcyE
0.900900900901	1	Nostoc sp Cryptophycin biosynthesis gene crpE
0.900900900901	1	Microcystis aeruginosa Microcystin biosynthesis gene mcyA
0.900900900901	1	Planktothrix agardhii Microcystin biosynthesis gene mcyA
0.900900900901	1	Microcystis aeruginosa Microcystin biosynthesis gene mcyI
0.900900900901	1	Cylindrospermopsis raciborskii Cylindrospermopsin biosynthesis gene cyrA
0.900900900901	1	Anabaena sp Microcystin biosynthesis gene mcyC
0.900900900901	1	Anabaena sp Microcystin biosynthesis gene mcyA
0.900900900901	1	Planktothrix agardhii Microviridin biosynthesis gene mvdA
